beatmap_id,beatmapset_id,ar,title,artist,creator,version,old_beatmap_id
36045,8898,7,Wonder,eufonius,gdeath,Challenging,2d6ba1cbc682ec54b82bfd5d73850002
36046,8898,4,Wonder,eufonius,gdeath,Relaxing,8f5e71817a370b052d173a113671b986
39981,10125,4,Tigerlily,La Roux,Larto,Armin's Normal,6dbb83a3de39bc6c51689083919420c8
39982,10125,3,Tigerlily,La Roux,Larto,Easy,a4e4f283325c8bb2f734e3c905bd2f7f
39730,10125,8,Tigerlily,La Roux,Larto,Hard,02e8c8278663a3f00baa544ff2e7e3a4
35431,8436,6,Pieces of Sweet Stars,Inoue Marina,whymeman,Tasty Stars,fa9a7ff0c1515883496f44e29ca9cff9
35555,8730,8,Bride in Dream,Beautiful Day,Ultimate,Hard,c78493e95e7b7ba249999183730bc5ba
35556,8730,4,Bride in Dream,Beautiful Day,Ultimate,Normal,723665d4ffc57b53ac3357f0a867ea0f
36042,8894,7,Half Life,Imogen Heap,Larto,Hectic,522eea2a9e4309af39a52ab5f050f4a3
38061,8976,7,*twinkle*twinkle*,Anzu Mitsu,gdeath,Hard,c18d7230e5521b61ada1762857154fce
38062,8976,7,*twinkle*twinkle*,Anzu Mitsu,gdeath,Insane,3e4a50f0cccb597954f9c3f0a0bb238e
37108,9066,7,Love Destiny,Yui Horie,gdeath,5item's Love,c8cdda234ce3a37be6a7db7af2709880
36616,9066,7,Love Destiny,Yui Horie,gdeath,Hard,77fee6a83d495a20f064295dde860d81
37116,9066,4,Love Destiny,Yui Horie,gdeath,Normal,eff6cd510e2f6c77aba198e6ddf5d202
37628,9396,4,Kaerimichi,Hachikuji Mayoi,miccoliasms,Easy,55663baa86ccc3b09affdd8a1b1eab40
37608,9396,7,Kaerimichi,Hachikuji Mayoi,miccoliasms,Hard,08f65c452beac09969c6fefacd7823e9
37634,9396,5,Kaerimichi,Hachikuji Mayoi,miccoliasms,Normal+,22ecabd2f9133c0cf5953a3d6768befc
37759,9396,8,Kaerimichi,Hachikuji Mayoi,miccoliasms,taka's Insane,4f6ec8c9c3c10d8cf2ad267fd09aa5eb
39346,10012,6,Deserted Amusement Park,Tomohito Nishiura,NoHItter,Mysterious,649c1a67fa3b2e16369fe0606110ec24
39347,10012,3,Deserted Amusement Park,Tomohito Nishiura,NoHItter,Questionable,743dc27baaa239d407f31e9e46e6b499
34361,8331,7,Turn A,Pory,Ultimate,Hard,8c02765aa337e2ed364df5caa580686f
34362,8331,4,Turn A,Pory,Ultimate,Normal,f4a2caabc4de8488da8bb35895665982
39765,10139,7,Cross My Heart,Marianas Trench,0_o,Hard,b1ef98a55d04f6e3bc6031a02da19ba3
39766,10139,4,Cross My Heart,Marianas Trench,0_o,Normal,aa6f7cdd13be9d69dbdc4951f9d39f09
40306,10319,6,Sweet Religion,Spinsmith,JarJarJacob,Satanist,43bc5cba1795e0c478999e432b8418e0
40427,10319,3,Sweet Religion,Spinsmith,JarJarJacob,Spin's Sour Monk,9da227b4b649a425c1f4a510032915fd
40202,8273,8,Destined Marionette,COOL&CREATE(BeatMario),avira0922,14KEY,f49ea3e8575e10c52ffb353578f721b8
44879,11678,6,Paparazzi,Lady GaGa,Larto,Ema's Superstar?!,ac5e9299a3f47451e246fc97223168b0
44953,11678,7,Paparazzi,Lady GaGa,Larto,Kingcobra's Star!,e0ba2174ff3fa8ae4ab4f9520da19a6c
44880,11678,6,Paparazzi,Lady GaGa,Larto,Larto's Star!,e9a6ef759a38f48a3b1225e8ae359189
45153,11678,4,Paparazzi,Lady GaGa,Larto,Larto's Wannabe?,8c773b845b2c1e186f45858855871baa
44882,11678,5,Paparazzi,Lady GaGa,Larto,Zodiark's Star!,c2e555b103f0e5dbae76eaa73b6f6039
46332,12219,7,Solo Tu (Only You),Nightcore,osuplayer111,Armin's Hard,f9df1da02d6e697e079f311bdc39957b
46045,12219,2,Solo Tu (Only You),Nightcore,osuplayer111,Easy,8cac5ab35e3c06d412df2ce5c504479d
46243,12219,7,Solo Tu (Only You),Nightcore,osuplayer111,H1ko's Insane,0e855f04b7286cda50f8bc26e9f56047
46016,12219,7,Solo Tu (Only You),Nightcore,osuplayer111,Insane,9d61fa2746f33aeacfb44222de846a66
46115,12219,5,Solo Tu (Only You),Nightcore,osuplayer111,Normal+,d2582a61822e9f1c9522979fa345e29f
39639,9734,6,Ganymede,Genbu,osu_CN_yaya,Hyper,e0b275310201cb57e9098a47e1824810
43414,11341,7,The Dirty of Loudness,Tatsh Assault X,happy30,Another,d78d406d0f7c993c84b4df9952461732
43415,11341,5,The Dirty of Loudness,Tatsh Assault X,happy30,Beginner,eaa2208b3ed4cc5671a8d6fb36df71d5
43416,11341,8,The Dirty of Loudness,Tatsh Assault X,happy30,Extra,9c61ef4176da635cfb69f09710206d93
43417,11341,6,The Dirty of Loudness,Tatsh Assault X,happy30,Hyper,879b413f0177dc89fcb7ca0d3dc6ab60
43418,11341,5,The Dirty of Loudness,Tatsh Assault X,happy30,Normal,2f6247cd8d5343e435a62cd9b39eab12
47218,11973,7,Blah Blah Blah,Ke$ha feat. 3OH!3,ouranhshc,Hard,f13ceecd0f6d3939cd967275a0d4765e
47219,11973,7,Blah Blah Blah,Ke$ha feat. 3OH!3,ouranhshc,Insane,3b1d03cff4e00ba2c4afbc1ab6631c29
47220,11973,8,Blah Blah Blah,Ke$ha feat. 3OH!3,ouranhshc,Larto's Crazy!?,0741862f09c38ea3563531ad9565e8bb
46062,11973,4,Blah Blah Blah,Ke$ha feat. 3OH!3,ouranhshc,Normal,ff93c7ebcc93fb36ff1b9146367aa9cf
48136,12060,8,Going Under,Evanescence,Breeze,Going Hell,b95f679447cfa77fc6b5eb4e2a6159cc
47009,12463,2,Toono Gensou Monogatari,ZUN,Tonoko,Easy,d757d9862a9789d8a9ba1cc272f3b7b3
47010,12463,5,Toono Gensou Monogatari,ZUN,Tonoko,Hard,a05de1ffbe3166ea9a226c68f997b3dc
47015,12463,7,Toono Gensou Monogatari,ZUN,Tonoko,Insane,b89def93ecf5c125c2e10a7a0efc56b5
48141,12917,4,Super Scription of Data (TV Size),Eiko Shimamiya,osuplayer111,Armin's Normal,feb47ae599fbf60e7adb8248f755b313
48246,12917,7,Super Scription of Data (TV Size),Eiko Shimamiya,osuplayer111,Insane,d381286067a14bf7885b5851c98422da
48142,12917,7,Super Scription of Data (TV Size),Eiko Shimamiya,osuplayer111,Oru's Hard,fd7713be125ad4a3f321bead075638ba
36697,9095,7,History of the Moon,Sound skt,happy30,Hard,1a14ac63c23dc2e6b07ff20119d1e462
49161,9095,2,History of the Moon,Sound skt,happy30,impossiblexu's Easy,2a6e46bd35caa178a06f0e97459b792f
36698,9095,6,History of the Moon,Sound skt,happy30,Normal,158966553ad4b0857112c82f15692ea5
48164,11419,7,Ever Forever,Harada Hitomi,gdeath,Angel,df34935faf5d8f48eca18b5e20d781ec
48230,11419,8,Ever Forever,Harada Hitomi,gdeath,Crazy Jay's Insane(Short),be57add6202dff84bf67cbfe6d0e79a7
48968,12564,8,Geki! Teikoku Kagekidan (Full Ver.),Chisa Yokoyama,Breeze,CC's difficulty,d0c8b9d5d02c202abf55c50f909163c1
48969,12564,7,Geki! Teikoku Kagekidan (Full Ver.),Chisa Yokoyama,Breeze,Hard,8154008844ad5ccec32c54b568e1c350
50874,12564,3,Geki! Teikoku Kagekidan (Full Ver.),Chisa Yokoyama,Breeze,Impossiblexu's Relaxing,daf1455d5ff7a71460490365700db77c
48971,12564,8,Geki! Teikoku Kagekidan (Full Ver.),Chisa Yokoyama,Breeze,Insane,57e1dbf2566de3ae5623abd649bace00
48972,12564,4,Geki! Teikoku Kagekidan (Full Ver.),Chisa Yokoyama,Breeze,Normal,2c85d763eba80a5b565bed9418b3eb2c
49874,13489,8,Opening,Junichi Masuda,Larto,Red,a5523078786ecfa67413458bc2b1ce89
53188,14342,6,Plohaya Devochka (Bad Girl),Vintaj,[DBF],Easy,9adac268efe5963186e74606c12ebdc4
52527,14342,6,Plohaya Devochka (Bad Girl),Vintaj,[DBF],Hard,ec941223bd46aecdb3661cbcf9c402fb
55041,14054,1,Haitoku Suuretsu Kumikyoku(x=y),EastNewSound,HatsunoWind,Easy,f216634964b86e6bd8803cb66363a615
57531,14034,5,You (TV Size),Yuria,roflninja,Hard,407622bd9aefa803fe63ae85b2f65eef
59359,16582,8,Lilium (Haz Remix),Kumiko Noma,osuplayer111,Hard,145e8762374bab1e2d5769cd8eedb19f
59369,16582,4,Lilium (Haz Remix),Kumiko Noma,osuplayer111,Normal,eded8f7bd44594c4f900fec4ec74d733
60397,16872,5,Party at a Rich Dude's House,Ke$ha,Kecco,Armin's Normal,fbf4bb9cb2c8e22b8a8eaae6ede017a8
60315,16872,8,Party at a Rich Dude's House,Ke$ha,Kecco,Hard,de47fcaeb29cbfa8015506a07e7dbe91
59288,16397,2,Party at a Rich Dude's House,Ke$ha,DiamondCrash,Easy,2f5ab665d71a5f57bfec3f74b1073fae
59394,16397,8,Party at a Rich Dude's House,Ke$ha,DiamondCrash,Hard,45dde16f564f00f38739c301627f2791
59290,16397,5,Party at a Rich Dude's House,Ke$ha,DiamondCrash,Jibberish's Normal,2fa9f826d3d4cc8a4f5c9c38fd47ea4f
65409,18475,7,Hey Now,Nightcore,osuplayer111,Hard,4fbe9fd1291b7c0eac7d4d83be756b6e
65405,18475,8,Hey Now,Nightcore,osuplayer111,Insane,fd2a511fd1214ab176a2e5f069391263
65591,18475,3,Hey Now,Nightcore,osuplayer111,Natteke's Normal,97e56d13e1bbca6f25747ba8a0adb6ed
56182,15467,4,Dinosaur,Ke$ha,ayey,Baby Dino,cd89dd278a1a40410d3f524d572612e7
56201,15467,8,Dinosaur,Ke$ha,ayey,Rasyad95's Dino,fc07adfcdb33ffdfd0d4877c0201ae16
55999,15467,8,Dinosaur,Ke$ha,ayey,T-Rex,37c422da2a057c485550ce78aca586da
61881,17105,7,Michyeo,Lee Jung Hyun,Glasslake,BMax,ebdfa490a50b5b006277327e35f08840
61127,17105,8,Michyeo,Lee Jung Hyun,Glasslake,Crazy,a98363bee061a9713aaf4ac64f11e991
61233,17105,3,Michyeo,Lee Jung Hyun,Glasslake,Normal,9f3869c43d1a10c072bcaab7daa82140
61718,17118,7,Falldown,Hatsune Miku,soulfear,Clare no Kibou,383b358ceec937b8f70056e74061976a
63555,17428,2,Animal,Ke$ha,hawkzor,Easy,ef98a111a2f167ad6c82fd4ff34551d5
62168,17428,7,Animal,Ke$ha,hawkzor,Imitation Stage,c4ed05703cdb3f054e4ea3f7988dd3f6
67047,17428,8,Animal,Ke$ha,hawkzor,Kaneko & hawkzor collab,2819880b85da17f600ca4351603bad61
67048,17428,5,Animal,Ke$ha,hawkzor,Kaneko's Normal,814c865ccc0f18cf8ea6ff11fba1f18f
65611,17563,2,Looking Up,Paramore,Lesjuh,Easy,dcf1568ec3743209892698cbcab21f6a
66662,17563,8,Looking Up,Paramore,Lesjuh,Hard,10ec3f61f6d4398c12aa284f90fa5615
66663,17563,5,Looking Up,Paramore,Lesjuh,Normal,44a410c4bb813e14d51390caf92fe328
69166,18712,4,Kagayaku Kimi he (Full Version),Akemi Kanda,Odaril,DC's Normal,d476a13a00e19cc4ea8497e60d6fa004
921407,15430,2,Million Love (TV Size),Nakahara Mai,h3k1ru,Novice,6a144cd065e5e27ace106249797489e0
921408,15430,6,Million Love (TV Size),Nakahara Mai,h3k1ru,Relaxing,b1a96b4d071097e87cb03f91324574b4
68597,17819,4,Taihen na Mono no Shoushitsu,IOSYS,DJPop,CDFA's Normal,e589fd1135a2edc85d984e4fd14c1fe2
62771,17020,6,Mirai e Go (TV Size),DEKABANCHO,Astom,Hard,620c3eef73fe8fec9e8adae837e28d53
61491,17020,8,Mirai e Go (TV Size),DEKABANCHO,Astom,Ignacio's Insane,90cfb798deb3dbe5ef72bbd4f8ab5a19
60870,17020,8,Mirai e Go (TV Size),DEKABANCHO,Astom,Insane,e968e6e80d7b262f4ccf6d6aa24d2bc8
61977,17020,4,Mirai e Go (TV Size),DEKABANCHO,Astom,Normal,1d2188235fb1863459c19b53f0b078c8
73035,20844,2,Dance Away,iNID,Sakura Hana,Garven's Easy,0e3ce1e962d342287889dddd47ed8264
72365,20844,8,Dance Away,iNID,Sakura Hana,Insane,364afc77fc122f74002f7d4a22ee0793
74050,20844,5,Dance Away,iNID,Sakura Hana,KRZY's Hard,b9e5944fece58b07ba6fbfc81a1cef98
73794,20844,4,Dance Away,iNID,Sakura Hana,Sallad's Normal,d283b214e796e49666cf665829905aa4
73481,21125,7,Hermit The Frog,Marina & The Diamonds,RandomJibberish,Insane,ed3c178a61c40fbfdfd89b107152b708
95412,24632,8,Tu Vivi Nell'aria (Ivan Fillini Remix),Miani,-Lennox-,Hard,bf9cdc43dfa7ea53a55bab9bfc3e177a
95413,24632,5,Tu Vivi Nell'aria (Ivan Fillini Remix),Miani,-Lennox-,Normal,39ebee6c03c0f5bbb1950b574e8fb037
99009,29904,8,Touhou School,Innocent Key,Mafiamaster,Lunatic,9341e91581b539cf278617d0e6b24133
139851,44666,8,Ready To Die,Andrew W.K.,ztrot,DIE,749b27fc80505a963c3d238c76e25f0a
